use_keyword,latin_name_search,common_name_search,edibility_rating_search,medicinal_rating_search,plant_url,Care Requirements,Common Name,Common Names,Cultivation Details,Edibility Rating,Edible Uses,Family,Image URLs,Known Hazards,Medicinal Properties,Medicinal Rating,Native Range,Other Uses,Other Uses Rating,Propagation,Range,Scientific Name,Special Uses,Summary,USDA hardiness,Weed Potential
Sialagogue,Cynanchum atratum,Bai Wei,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Cynanchum atratum,Full sun; Moist Soil; Semi-shade,Bai Wei,Bai Wei,"We have very little information on this species and do not know if it will be hardy in Britain, though judging by its native range it should succeed outdoors in many parts of this country. It probably does not have any special cultivation requirements and will probably succeed in most soils in a sunny position[K]. See also the records for C. stratum which might be a mis-spelling for this species.",1,"Edible Parts: Leaves Seedpod Edible Uses: Young stem and leaves - cooked[105, 177, 179]. Some caution is advised, see the notes above on toxicity. Young seedpods - thoroughly boiled[177, 179]. Some caution is advised, see the notes above on toxicity.",Asclepiadaceae,../Admin/PlantImages/noplantimage1.JPG; ../Admin/PlantImages/noplantimage2.JPG,There are some reports of toxins in this genus[179].,Antitussive; Depurative; Diuretic; Febrifuge; Sialagogue; Urinary,2,"TEMPERATE ASIA: Russian Federation (Primorye, Amur), China (Fujian Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Guizhou Sheng, Hebei Sheng, Heilongjiang Sheng, Henan Sheng, Hunan Sheng, Jiangsu Sheng, Jiangxi Sheng, Jilin Sheng, Liaoning Sheng, Nei Mongol Zizhiqu, Shaanxi Sheng, Shandong Sheng, Shanxi Sheng, Sichuan Sheng, Yunnan Sheng), Korea, Japan (Hokkaidô, Honshu, Kyushu, Shikoku)",None known,0,"Seed - sow spring in the greenhouse. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for at least their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. Division in spring.","E. Asia - Northern China, Japan.",Cynanchum atratum - Bunge.,,,Coming soon,No
Sialagogue,Echinacea angustifolia,"Echinacea, Blacksamson echinacea, Strigose blacksamson",0,5,https://pfaf.org/user/Plant.aspx?LatinName=Echinacea angustifolia,Well drained soil; Full sun; Moist Soil; Fully Hardy,"Echinacea, Blacksamson echinacea, Strigose blacksamson","Echinacea, Blacksamson echinacea, Strigose blacksamson","Prefers a deep rich loam with plenty of leafmold[1] and a sunny position[175]. Closely related to E. pallida and included in that species by some botanists[274]. Slugs love this plant[K]. USDA Hardiness Zone: Zone 3-8. AHS Heat Zone: 9-1 In garden design, as well as the above-ground architecture of a plant, root structure considerations help in choosing plants that work together for their optimal soil requirements including nutrients and water. The root pattern is fleshy. Thick or swollen - fibrous or tap root [2-1]. Echinacea has a moderate growth rate, taking about 2-3 years to reach full maturity and flowering size. Echinacea species are generally self-fertile. Echinacea roots are typically harvested in late autumn (September to November), while the flowers can be harvested in summer when they are fully open. Echinacea usually flowers from mid-summer to early autumn.",0,None known,Asteraceae or Compositae,../Admin/PlantImages/EchinaceaAngustifolia4.jpg; ../Admin/PlantImages/EchinaceaAngustifolia3.jpg,possible suppression of immunity with habitual use. High doses over 1000 mg may cause dizziness. Use of herb for 10-14 days recommended followed by a short break.,Adaptogen; Alterative; Antiseptic; Depurative; Diaphoretic; Digestive; Sialagogue; Stings; Urinary,5,"NORTHERN AMERICA: Canada (Saskatchewan (south), Manitoba (south)), United States (Iowa (northwest), Kansas, Minnesota (w. & c.), Missouri (Shelby Co.), Nebraska, North Dakota, South Dakota, Oklahoma, Colorado (east), Montana (east), Wyoming (east), New Mexico (Union Co.), Texas)","Agroforestry uses: Echinacea can be used as a pollinator plant, providing nectar for beneficial insects. It can also help improve soil health and stability. Attracts butterflies and beneficial insects including parasitic Wasps. General insect (especially bees) nectar plant. Butterfly nectar plant. Shelter plant for beneficial insects. Wildlife Food – seed-eating birds - a favorite of the American Goldfinch). Pioneer Plant – helps reestablish overused or damaged land. Drought Plant – this species can tolerate prolonged dry conditions once established. 1. Nectary - Flowers rich in nectar and pollen: Yes – Echinacea flowers are rich in nectar and pollen, making them attractive to a variety of pollinators, including bees and butterflies. 2. Wildlife - Food (Fruit, Seeds, Leaf litter, Shelter, Nesting, Roosting): Yes – The seeds of Echinacea are eaten by birds and other wildlife. The plant also provides cover and habitat for beneficial insects. 3. Invertebrate Shelter (Overwintering sites, Leaf litter, Groundcover): Yes – Echinacea can provide overwintering sites for beneficial insects in its leaf litter. The stems can also serve as shelter during the winter months. 4. Pest Confuser (Smell): No – Echinacea does not have a strong aromatic quality that would effectively confuse pests.",3,"Seed - sow March/April in a greenhouse and only just cover the seed[175, K]. Diurnal temperature fluctuations aid germination[175]. The seed usually germinates in 10 - 21 days at 25°c[175]. Prick out the seedlings into individual pots once they are large enough to handle and grow them on in the greenhouse for the first summer. Plant them out in the late spring or early summer of the following year and give them some protection from slugs at least until they are established[K]. Division in spring or autumn[111]. Larger clumps can be replanted direct into their permanent positions, though it is best to pot up smaller clumps and grow them on in a cold frame until they are rooting well. Plant them out in the spring. Root cuttings, October in a frame[200].","N. America - Manitoba, Saskatchewan and North Dakota south to Texas.",Echinacea angustifolia - DC.,Food Forest,"Echinacea species, Echinacea (E. angustifolia, E. purpurea and E. pallida) is one of the world's most important medicinal herbs. Research shows that stimulating the immune system can raise the body's resistance to bacterial and viral infections. It is also an antibiotic and helps to relieve allergies. The leaf, flower, and root are used. Plants in this genus were probably the most frequently used of all North American Indian herbal remedies. Echinacea attracts butterflies and beneficial insects, including parasitic wasps. It is a shelter plant for beneficial insects and a wildlife Food for seed-eating birds—a favourite of the American Goldfinch. Echinacea is a pioneer plant helping to reestablish overused or damaged land. Once established, this species can tolerate prolonged dry conditions. Harvesting: Roots in late autumn. Flowers in summer when they are fully open.",3-8,No
Sialagogue,Echinacea pallida,"Cone Flower, Pale purple coneflower",0,5,https://pfaf.org/user/Plant.aspx?LatinName=Echinacea pallida,Full sun; Moist Soil; Fully Hardy,"Cone Flower, Pale purple coneflower","Cone Flower, Pale purple coneflower","Succeeds in ordinary garden soil[111] but prefers a deep, rich loam with plenty of leaf mould [1] and a sunny position[175]. Slugs love this plant[K]. Echinacea roots are typically harvested in late autumn, while the flowers can be harvested in summer (June to August) when they are fully open. Echinacea usually flowers from mid-summer to early autumn. Echinacea has a moderate growth rate, taking about 2-3 years to reach full maturity and flowering size. Echinacea species are generally self-fertile.",0,None known,Asteraceae or Compositae,../Admin/PlantImages/EchinaceaPallida.jpg; ../Admin/PlantImages/EchinaceaPallida2.jpg,Possible suppression of immunity with habitual use. High doses over 1000 mg may cause dizziness. Use of herb for 10-14 days recommended followed by a short break.,Adaptogen; Alterative; Antiseptic; Appetizer; Depurative; Diaphoretic; Digestive; Sialagogue; Urinary,5,"NORTHERN AMERICA: Canada (Ontario), United States (Indiana, Michigan, Iowa, Kansas (east), Missouri, Nebraska (east), Illinois, Oklahoma (east), Wisconsin, Alabama, Arkansas, Louisiana (n. & w.), Tennessee, Texas)","Agroforestry uses: Echinacea can be used as a pollinator plant, providing nectar for beneficial insects. It can also help improve soil health and stability. 1. Nectary - Flowers rich in nectar and pollen: Yes – Echinacea flowers are rich in nectar and pollen, making them attractive to a variety of pollinators, including bees and butterflies. 2. Wildlife - Food (Fruit, Seeds, Leaf litter, Shelter, Nesting, Roosting): Yes – The seeds of Echinacea are eaten by birds and other wildlife. The plant also provides cover and habitat for beneficial insects. 3. Invertebrate Shelter (Overwintering sites, Leaf litter, Groundcover): Yes – Echinacea can provide overwintering sites for beneficial insects in its leaf litter. The stems can also serve as shelter during the winter months. 4. Pest Confuser (Smell): No – Echinacea does not have a strong aromatic quality that would effectively confuse pests.",2,"Seed - sow March/April in a greenhouse and only just cover the seed[175, K]. Diurnal temperature fluctuations aid germination[175]. The seed usually germinates in 10 - 21 days at 25°c[175]. Prick out the seedlings into individual pots once they are large enough to handle and grow them on in the greenhouse for the first summer. Plant them out in the late spring or early summer of the following year and give them some protection from slugs at least until they are established[K]. Division in spring or autumn[111]. Larger clumps can be replanted direct into their permanent positions, though it is best to pot up smaller clumps and grow them on in a cold frame until they are rooting well. Plant them out in the spring. Root cuttings, October in a frame[200].",N. America - Michigan to Nebraska and south to Texas.,Echinacea pallida - (Nutt.)Nutt.,,"Echinacea species Echinacea (E. angustifolia, E. purpurea and E. pallida) is one of the world's most important medicinal herbs. Research shows that stimulating the immune system can raise the body's resistance to bacterial and viral infections. It is also an antibiotic and helps to relieve allergies. The leaf, flower, and root are used. Plants in this genus were probably the most frequently used of all North American Indian herbal remedies. Echinacea attracts butterflies and beneficial insects, including parasitic wasps. It is a shelter plant for beneficial insects and a wildlife Food for seed-eating birds—a favourite of the American Goldfinch. Echinacea is a pioneer plant helping to reestablish overused or damaged land. Once established, this species can tolerate prolonged dry conditions. Harvesting: Roots in late autumn. Flowers in summer when they are fully open.",4-8,No
Sialagogue,Echinacea purpurea,"Echinacea, Eastern purple coneflower, Hedge Coneflower, Black Sampson , Purple Coneflower",1,5,https://pfaf.org/user/Plant.aspx?LatinName=Echinacea purpurea,Well drained soil; Full sun; Moist Soil; Fully Hardy,"Echinacea, Eastern purple coneflower, Hedge Coneflower, Black Sampson , Purple Coneflower","Echinacea, Eastern purple coneflower, Hedge Coneflower, Black Sampson , Purple Coneflower","Landscape Uses:Border,Container, Massing, Seashore, Specimen. Prefers a deep rich loam with plenty of leafmold[1] and a sunny position[175]. Succeeds in dry soils and tolerates drought once it is established[160]. Prefers a good light soil[187]. A very ornamental plant, there are some named varieties[187]. Slugs love this plant[K]. Special Features:Attracts birds, North American native, Edible, Naturalizing, Attracts butterflies, Suitable for cut flowers, Suitable for dried flowers, Attractive flowers or blooms. For polyculture design as well as the above-ground architecture (form - tree, shrub etc. and size shown above) information on the habit and root pattern is also useful and given here if available. The plant growth habit is a clumper with limited spread [1-2]. The root pattern is a tap root similar to a carrot going directly down [1-2]. Echinacea species are generally self-fertile. Echinacea has a moderate growth rate, taking about 2-3 years to reach full maturity and flowering size. Echinacea roots are typically harvested in late autumn (September to November), while the flowers can be harvested in summer when they are fully open. Echinacea usually flowers from mid-summer to early autumn.",1,Edible Parts: Leaves Edible Uses: Leaves[160]. No more details are given.,Asteraceae or Compositae,../Admin/PlantImages/EchinaceaPurpurea.jpg; ../Admin/PlantImages/EchinaceaPurpurea2.jpg,Possible suppression of immunity with habitual use. High doses over 1000 mg may cause dizziness. Use of herb for 10-14 days recommended followed by a short break.,Adaptogen; Alterative; Antiseptic; Aphrodisiac; Depurative; Digestive; Sialagogue; Urinary,5,"NORTHERN AMERICA: United States, Indiana, Michigan (south), Ohio, Illinois, Iowa (south), Kansas (Cherokee Co.), Missouri, Oklahoma (east), Wisconsin, Alabama, Arkansas, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, Tennessee, Texas,","Agroforestry uses: Echinacea can be used as a pollinator plant, providing nectar for beneficial insects. It can also help improve soil health and stability. 1. Nectary - Flowers rich in nectar and pollen: Yes – Echinacea flowers are rich in nectar and pollen, making them attractive to a variety of pollinators, including bees and butterflies. 2. Wildlife - Food (Fruit, Seeds, Leaf litter, Shelter, Nesting, Roosting): Yes – The seeds of Echinacea are eaten by birds and other wildlife. The plant also provides cover and habitat for beneficial insects. 3. Invertebrate Shelter (Overwintering sites, Leaf litter, Groundcover): Yes – Echinacea can provide overwintering sites for beneficial insects in its leaf litter. The stems can also serve as shelter during the winter months. 4. Pest Confuser (Smell): No – Echinacea does not have a strong aromatic quality that would effectively confuse pests. Deer-resistant foliage.",2,"Seed - sow March/April in a greenhouse and only just cover the seed[175, K]. Diurnal temperature fluctuations aid germination[175]. The seed usually germinates in 10 - 21 days at 25°c[175]. Prick out the seedlings into individual pots once they are large enough to handle and grow them on in the greenhouse for the first summer. Plant them out in the late spring or early summer of the following year and give them some protection from slugs at least until they are established[K]. Division in spring or autumn[111]. Larger clumps can be replanted direct into their permanent positions, though it is best to pot up smaller clumps and grow them on in a cold frame until they are rooting well. Plant them out in the spring. Root cuttings, October in a frame[200].","N. America - Virginia to Ohio and Michigan, south to Georgia and Louisiana.",Echinacea purpurea - (L.)Moench.,Food Forest,"Echinacea species, Echinacea (E. angustifolia, E. purpurea and E. pallida) is one of the world's most important medicinal herbs. Research shows that stimulating the immune system can raise the body's resistance to bacterial and viral infections. It is also an antibiotic and helps to relieve allergies. The leaf, flower, and root are used. Plants in this genus were probably the most frequently used of all North American Indian herbal remedies. Echinacea attracts butterflies and beneficial insects, including parasitic wasps. It is a shelter plant for beneficial insects and a wildlife Food for seed-eating birds—a favourite of the American Goldfinch. Echinacea is a pioneer plant helping to reestablish overused or damaged land. Once established, this species can tolerate prolonged dry conditions. Harvesting: Roots in late autumn. Flowers in summer when they are fully open. Bloom Color: Pink, Purple, Red, White. Main Bloom Time: Early summer, Early fall, Late summer, Mid summer. Form: Upright or erect.",3-10,No
Sialagogue,Eryngium yuccifolium,Button Eryngo,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Eryngium yuccifolium,Well drained soil; Full sun; Moist Soil; Fully Hardy,Button Eryngo,Button Eryngo,"Requires a well-drained soil and a sunny position[1]. Prefers a light sandy soil but tolerates most soil types including lime and poor gravels[200]. Plants should be put in their final position whilst small since they resent root disturbance[200]. Where this species is found growing wild in N. America, it is an indicator of native prairie[274].",0,None known,Apiaceae or Umbelliferae,../Admin/PlantImages/EryngiumYuccifolium.gif; ../Admin/PlantImages/EryngiumYuccifolium2.gif,None known,Diaphoretic; Diuretic; Emetic; Expectorant; Febrifuge; Infertility; Sialagogue,2,"NORTHERN AMERICA: United States (Indiana, Michigan (southwest), Ohio, Illinois, Iowa, Kansas (east), Minnesota (south), Missouri, Oklahoma, Wisconsin, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, Texas)",None known,0,"Seed - best sown as soon as it is ripe in early autumn on the surface of a well-drained compost in a cold frame[200]. The seed can also be sown in spring. It usually germinates in 5 - 90 days at 20°c. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. Division in early spring or autumn. Take care since the plant resents root disturbance[200]. Root cuttings in autumn or winter[200].","Eastern N. America - Connecticut to Florida, west to Texas and Minnesota",Eryngium yuccifolium - Michx.,,,4-8,No
Sialagogue,Iris versicolor,"Blue Flag, Harlequin blueflag",0,3,https://pfaf.org/user/Plant.aspx?LatinName=Iris versicolor,Full sun; Moist Soil; Fully Hardy; Semi-shade; Wet Soil,"Blue Flag, Harlequin blueflag","Blue Flag, Harlequin blueflag","Prefers growing in marshy conditions[1]. Very easily grown in any damp soil[42]. Prefers a heavy rich moist soil[4] and partial shade[188]. Prefers a sunny position[233]. Plants are hardy to about -25°c[187]. This species has been cultivated by the N. American Indians as a medicinal plant[207, 213]. Members of this genus are rarely if ever troubled by browsing deer or rabbits[233].",0,None known,Iridaceae,../Admin/PlantImages/IrisVersicolor.jpg; ../Admin/PlantImages/IrisVersicolor2.jpg,"Many plants in this genus are thought to be poisonous if ingested, so caution is advised[65]. The roots are especially likely to be toxic[238]. Plants can cause skin irritations and allergies in some people[238]. Fresh root can cause nausea and vomiting. The volatile oil furfural is irritant to mucous membranes and causes larchrymation (tears) and inflammation of the eyes. Irritation of the throat and headache also reported. The sap can cause dermatitis. Should not be used internally except in small doses. Should not be used by people with allergies or sensitivities [301].",Alterative; Antiinflammatory; Cathartic; Cholagogue; Diuretic; Emetic; Sialagogue; Stimulant,3,"NORTHERN AMERICA: Canada (Québec, Nova Scotia, Ontario, Prince Edward Island, New Brunswick, Newfoundland and Labrador (incl. Labrador), Manitoba (south)), United States (Connecticut, Maine, Massachusetts, Michigan, New Hampshire, New Jersey, New York, Ohio, Pennsylvania, Rhode Island, Vermont, Minnesota, Wisconsin, Maryland, Virginia)","Litmus Repellent Weaving A fine blue infusion is obtained from the flowers and this can be used as a litmus substitute to test for acids and alkalis[4]. The leaves have been used to weave baskets and mats[257]. Some native North American Indian tribes used the root as a protection against rattlesnakes. It was believed that, so long as the root was handled occasionally to ensure the scent permeated the person and their clothes, rattlesnakes would not bite them. Some tribes even used to chew the root and then hold rattlesnakes with their teeth and were not bitten so long as the scent persisted[257].",2,"Seed - best sown as soon as it is ripe in a cold frame. Stored seed should be sown as early in the year as possible in a cold frame. Prick out the seedlings into individual pots when they are large enough to handle and grow them on in the greenhouse or cold frame for their first year. Plant out into their permanent positions in late spring or early summer. Division, best done in early autumn after flowering, but can also be done in mid-spring. Very easy, larger clumps can be replanted direct into their permanent positions, though it is best to pot up smaller clumps and grow them on in a cold frame until they are rooting well. Plant them out in the spring.","Eastern N. America - Newfoundland to Manitoba, south to Florida and Arkansas.",Iris versicolor - L.,,,4-8,No
Sialagogue,Musa basjoo,Japanese Banana,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Musa basjoo,Full sun; Moist Soil; Frost Hardy,Japanese Banana,Japanese Banana,"Industrial Crop: Fiber Management: Managed Multistem Regional Crop Requires a rich soil and a sunny sheltered position[11, 166, 200]. The large leaves are very easily torn by the wind[233]. This species is only hardy in the milder areas of Britain and even there will require protection in colder winters[1]. It thrives and fruits in south-western Britain[11, 59] where it survived the very severe winters of 1985 to 1987[K]. Plants are herbaceous and die down after flowering, forming new shoots from the roots. Cultivated in Japan as a fibre plant[11].",2,Edible Parts: Nectar Edible Uses: The nectar of the flowers is sweet and drinkable[183].,Musaceae,../Admin/PlantImages/MusaBasjoo.jpg; ../Admin/PlantImages/MusaBasjoo2.jpg,None known,Diuretic; Febrifuge; Sialagogue,2,TEMPERATE ASIA: China (south),"Fibre A fibre is obtained from the leaf stems[1, 11, 61]. Used for cloth, sails etc[46, 134]. The fibre can also be used for making paper[189] The leaves are harvested in summer and are soaked in water for 24 hours prior to cooking. The fibres are cooked for 2 hours with lye and then beaten in a ball mill for 4½ hours before being made into paper[189].",2,"Seed - best sown as soon as it is ripe in a warm greenhouse[134]. The seed usually germinates rapidly. Pre-soak stored seed for 72 hours in warm water, if it is still floating then it is not viable. Sow in a warm greenhouse in spring, planting one large seed in each pot. Germination usually takes place within 2 - 24 weeks at 22°c[134]. Grow the plants on in the greenhouse for at least 3 years before trying them outdoors. The seed remains viable for 2 years[134]. Removal of suckers as the plant comes into growth in spring.",E. Asia - Japan.,Musa basjoo - Siebold.&Zucc.,Carbon Farming,,7-10,No
Sialagogue,Polygala senega,Senega Snake Root,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Polygala senega,Full sun; Moist Soil; Well drained soil; Fully Hardy; Semi-shade,Senega Snake Root,Senega Snake Root,"Prefers a moderately fertile moisture-retentive well-drained soil, succeeding in full sun if the soil remains moist throughout the growing season, otherwise it is best in semi-shade[200]. Dislikes shade according to another report. The sub-species P. senega latifolia. Torr.&Gray. is cultivated as a medicinal plant in Japan[174].",0,None known,Polygalaceae,../Admin/PlantImages/PolygalaSenega.jpg; ../Admin/PlantImages/PolygalaSenega2.jpg,"The plant is poisonous in large quantities, causing violent purging and vomiting[4, 21]. Reported to have caused anxiety, mental dullness and vertigo. May disturb vision. Avoid if hypersensitive to aspirin or or salicylates. Avoid during pregnancy and lactation. Can lower blood sugars so avoid if diabetes mellitus [301].",Abortifacient; Antidote; Cathartic; Diaphoretic; Diuretic; Emetic; Expectorant; Sialagogue; Stimulant,3,"NORTHERN AMERICA: Canada (Québec, Ontario, New Brunswick, Saskatchewan, Alberta, Manitoba, British Columbia), United States (Connecticut (west), Indiana, Maine (north), Massachusetts (west), Michigan, New Jersey, New York, Ohio, Pennsylvania, Vermont, West Virginia, Illinois, Iowa, Kansas, Missouri, Nebraska, North Dakota, Oklahoma, South Dakota, Wisconsin, Colorado, Arkansas, Delaware, Georgia, Kentucky, Maryland, North Carolina, South Carolina, Tennessee, Virginia)",None known,0,"Seed - sow spring or autumn in a cold frame[214]. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. Division. Cuttings of young shoots in a frame in late spring[1].","Eastern N. America - New Brunswick to Hudson Bay, south to North Carolina, Missouri and Arkansas.",Polygala senega - L.,,,Coming soon,No
Sialagogue,Ribes rubrum,"Red Currant, Cultivated currant",4,1,https://pfaf.org/user/Plant.aspx?LatinName=Ribes rubrum,Full sun; Moist Soil; Fully Hardy; Semi-shade,"Red Currant, Cultivated currant","Red Currant, Cultivated currant","Easily grown in a moisture retentive but well-drained loamy soil of at least moderate quality[11, 200]. Plants are quite tolerant of shade, even succeeding on a north-facing wall[200], though they do not fruit so well in such a position[11]. Prefers a pH in the range 5.5 to 6[200]. Hardy to about -20°c[200]. Red currants are often cultivated in temperate zones for their edible fruit, there are some named varieties, including forms with white fruits[4, 61]. Most cultivars are self-fertile and set a good crop on their own[200]. The fruit is produced at the base of one-year old and older wood, plants start to fruit at 3 - 4 years from seed[200]. This is an aggregate species comprising R. spicatum and R. rubrum. There is some confusion in nomenclature with some botanists only recognising 2 species, R. silvestre. (syn R. sativum) and R. spicatum (syn R. rubrum)[17, 200]. Plants can harbour a stage of white pine blister rust, so should not be grown in the vicinity of pine trees[155]. Plants in this genus are notably susceptible to honey fungus[200]. For polyculture design as well as the above-ground architecture (form - tree, shrub etc. and size shown above) information on the habit and root pattern is also useful and given here if available. The plant growth habit is multistemmed with multiple stems from the crown [1-2].",4,"Edible Parts: Fruit Edible Uses: Fruit - raw or cooked[1, 2, 5, 11]. A pleasant acid flavour, it can be eaten out of hand but is more often cooked in pies, jams etc[K]. There are rather a lot of seeds in each fruit[K].",Grossulariaceae,../Admin/PlantImages/RibesRubrum.jpg; ../Admin/PlantImages/RibesRubrum2.jpg,"The fresh leaves contain the toxin hydrogen cyanide, though details of quantities are not given[240]. This substance is found in several foods, including almonds. In small quantities, hydrogen cyanide has been shown to stimulate respiration and improve digestion, it is also claimed to be of benefit in the treatment of cancer. In excess, however, it can cause respiratory failure and even death.",Antirheumatic; Antiscorbutic; Aperient; Poultice; Refrigerant; Sialagogue,1,"EUROPE: United Kingdom (U.K.) (possibly native in s.), Belgium, Germany, Netherlands, Spain (possibly native in n.), France,",Cosmetic Dye A yellow dye is obtained from the leaves[100]. A black dye is obtained from the fruit[100]. The fruit is used cosmetically in face-masks for firming up tired and lifeless skin[7].,2,"Seed - best sown as soon as it is ripe in the autumn in a cold frame. Stored seed requires 3 months cold stratification at between 0 and 5°c and should be sown as early in the year as possible[113, 164]. Under normal storage conditions the seed can remain viable for 17 years or more. Prick out the seedlings into individual pots when they are large enough to handle and grow them on in a cold frame for their first winter, planting them out in late spring of the following year. Cuttings of half-ripe wood, 10 - 15cm with a heel, July/August in a frame[78, 113]. Cuttings of mature wood of the current year's growth, preferably with a heel of the previous year's growth, November to February in a cold frame or sheltered bed outdoors[78, 200].","Western Europe, including Britain.",Ribes rubrum - L. pro parte sense Jancz.,Food Forest,,4-8,No
Sialagogue,Sedum spectabile,Ice Plant,2,1,https://pfaf.org/user/Plant.aspx?LatinName=Sedum spectabile,Well drained soil; Full sun; Moist Soil; Fully Hardy,Ice Plant,Ice Plant,"A very easily grown and tolerant plant, it succeeds in most soils[188] but prefers a fertile well-drained soil in a sunny position[200]. Tolerates poor soils[233]. Established plants are drought tolerant[200], they can also tolerate considerable neglect, surviving even in the dense growth of weeds[K]. Plants are hardy to about -20°c[187]. This species has pink flowers[200]. All members of this genus are said to have edible leaves, though those species that have yellow flowers can cause stomach upsets if they are eaten in quantity[62, 85]. The flowers have a honey-like smell similar to Buddleias[245]. A very ornamental plant[1], there are some named varieties[187]. The flowers are very attractive to bees and lepidoptera[30]. Plants in this genus seem to be immune to the predations of rabbits[233]. In garden design, as well as the above-ground architecture of a plant, root structure considerations help in choosing plants that work together for their optimal soil requirements including nutrients and water. The root pattern is fleshy. Thick or swollen - fibrous or tap root [2-1].",2,Edible Parts: Leaves Edible Uses: Leaves - raw or cooked[105]. The leaves are very mucilaginous but have a fairly bland flavour[K].,Crassulaceae,../Admin/PlantImages/SedumSpectabile.jpg; ../Admin/PlantImages/SedumSpectabile2.jpg,None known,Antiphlogistic; Depurative; Sialagogue,1,"TEMPERATE ASIA: China (Anhui Sheng, Hebei Sheng, Heilongjiang Sheng, Henan Sheng, Jilin Sheng, Liaoning Sheng, Shaanxi Sheng, Shandong Sheng), Korea",Plants can be grown as a ground cover when planted about 30cm apart each way[208].,3,"Seed - surface sow in spring in well-drained soil in a sunny position in a greenhouse. Do not allow the soil to dry out. Prick out the seedlings into individual pots when they are large enough to handle. If sufficient growth is made, it is possible to plant them out during the summer, otherwise keep them in a cold-frame or greenhouse for their first winter and plant them out in early summer of the following year[K]. Division is very easy and can be carried out at almost any time in the growing season, though is probably best done in spring or early summer. Larger divisions can be planted out direct into their permanent positions. We have found it best to pot up the smaller divisions and grow them on in a lightly shaded position in a cold frame, planting them out once they are well established in the summer. Cuttings at almost any time in the growing season. Very easy, even a single leaf will produce roots and form a new plant.","E. Asia - China, Korea, Manchuria.",Sedum spectabile - Boreau.,Attracts Wildlife Food Forest Ground cover Scented Plants,,5-9,No
